Source,Error,Survey End Date,CON (%),LAB (%),LD (%),UKIP (%),Grn (%),Con Lead
YouGov/Sun,,2011-09-01,36 ,42 ,10,,,-6
YouGov,,2011-09-01,36,42,10,,,
YouGov/Sunday Times,,2011-09-02,38 ,39 ,10,,,-1
Angus Reid/,,2011-09-02,33 ,39 ,11,,,-6
ComRes,,2011-09-04,37,38,11,,,
ComRes/Independent,,2011-09-04,37 ,38 ,11,,,-1
YouGov,,2011-09-04,38,39,10,,,
Opinium/,,2011-09-05,36 ,37 ,9,,,-1
YouGov/Sun,,2011-09-05,37 ,43 ,9,,,-6
YouGov,,2011-09-05,37,43,9,,,
YouGov/Sun,,2011-09-06,38 ,40 ,9,,,-2
YouGov,,2011-09-06,38,40,9,,,
YouGov/Sun,,2011-09-07,36 ,42 ,9,,,-6
YouGov,,2011-09-07,36,42,9,,,
YouGov,,2011-09-08,36,42,10,,,
YouGov/Sun,,2011-09-08,36 ,42 ,10,,,-6
YouGov/Sunday Times,,2011-09-09,38 ,41 ,9,,,-4
Populus,,2011-09-09,34,38,12,,,
YouGov,,2011-09-11,38,41,9,,,
Populus/Times,,2011-09-11,34 ,38 ,12,,,-4
YouGov/Sun,,2011-09-12,37 ,41 ,10,,,-4
Ipsos-MORI/Reuters,,2011-09-12,35 ,37 ,13,,,-2
YouGov,,2011-09-12,37,41,10,,,
Ipsos-Mori,,2011-09-12,35,37,13,,,
YouGov/Sun,,2011-09-13,35 ,43 ,10,,,-8
YouGov,,2011-09-13,35,43,10,,,
YouGov/Sun,,2011-09-14,37 ,41 ,10,,,-4
YouGov,,2011-09-14,37,41,10,,,
YouGov/Sun,,2011-09-15,38 ,41 ,9,,,-3
Opinium/,,2011-09-15,33 ,36 ,9,,,0
YouGov,,2011-09-15,38,41,9,,,
YouGov/Sunday Times,,2011-09-16,36 ,42 ,9,,,-6
ComRes/Independent on Sunday (O),,2011-09-16,38 ,38 ,11,,,0
ComRes,,2011-09-16,38,38,11,,,
YouGov,,2011-09-18,36,42,9,,,
YouGov/Sun,,2011-09-19,36 ,42 ,10,,,-6
YouGov,,2011-09-19,36,42,10,,,
YouGov/Sun,,2011-09-20,35 ,41 ,10,,,-6
YouGov,,2011-09-20,36,41,10,,,
ICM/Guardian,,2011-09-21,37 ,38 ,14,,,-1
YouGov,,2011-09-21,35,41,9,,,
ICM,,2011-09-21,37,38,14,,,
YouGov/Sun,,2011-09-21,35 ,41 ,9,,,-6
YouGov,,2011-09-22,36,42,10,,,
YouGov/Sun,,2011-09-22,36 ,42 ,10,,,-6
YouGov/Sunday Times,,2011-09-23,36 ,42 ,11,,,-6
ComRes/Independent,,2011-09-24,37 ,36 ,12,,,1
YouGov,,2011-09-25,36,42,11,,,
YouGov,,2011-09-26,39,41,8,,,
TNS-BMRB,,2011-09-26,33,38,11,,,
YouGov/Sun,,2011-09-26,39 ,41 ,8,,,-2
YouGov/Sun,,2011-09-27,37 ,43 ,8,,,-6
YouGov,,2011-09-27,37,43,8,,,
YouGov,,2011-09-28,37,43,9,,,
YouGov/Sun,,2011-09-28,37 ,43 ,9,,,-6
YouGov,,2011-09-29,38,41,9,,,
YouGov/Sun,,2011-09-29,38 ,41 ,9,,,-3
YouGov/Sunday Times,,2011-09-30,36 ,42 ,10,,,-6
Opinium/,,2011-09-30,33 ,40 ,9,,,-7
YouGov,,2011-10-02,36,42,10,,,
YouGov,,2011-10-03,37,42,9,,,
YouGov/Sun,,2011-10-03,37 ,42 ,9,,,-5
YouGov,,2011-10-04,38,42,9,,,
YouGov/Sun,,2011-10-04,38 ,42 ,9,,,-4
YouGov,,2011-10-05,37,41,9,,,
YouGov/Sun,,2011-10-05,37 ,41 ,9,,,-4
YouGov,,2011-10-06,37,41,10,,,
YouGov/Sun,,2011-10-06,37 ,41 ,10,,,-4
YouGov/Sunday Times,,2011-10-07,38 ,42 ,9,,,-4
YouGov,,2011-10-09,38,42,9,,,
Opinium/,,2011-10-10,36 ,37 ,8,,,-1
YouGov/Sun,,2011-10-10,36 ,40 ,11,,,-4
YouGov,,2011-10-10,36,40,11,,,
YouGov/Sun,,2011-10-11,37 ,41 ,8,,,-4
YouGov,,2011-10-11,37,41,8,,,
YouGov,,2011-10-12,38,42,9,,,
YouGov/Sun,,2011-10-12,36 ,42 ,9,,,-6
YouGov,,2011-10-13,37,42,9,,,
YouGov/Sun,,2011-10-13,37 ,42 ,9,,,-5
ComRes/Independent on Sunday (O),,2011-10-13,37 ,39 ,10,,,-2
YouGov/Sunday Times,,2011-10-14,39 ,42 ,8,,,-3
ComRes,,2011-10-16,37,39,10,,,
YouGov,,2011-10-16,38,42,8,,,
Populus,,2011-10-16,33,41,8,,,
Populus/Times,,2011-10-16,33 ,41 ,8,,,-8
YouGov/Sun,,2011-10-17,37 ,40 ,9,,,-3
YouGov,,2011-10-17,37,40,9,,,
YouGov/Sun,,2011-10-18,38 ,42 ,9,,,-4
YouGov,,2011-10-18,38,42,9,,,
YouGov/Sun,,2011-10-19,35 ,41 ,9,,,-6
YouGov,,2011-10-19,35,41,9,,,
YouGov,,2011-10-20,36,41,10,,,
YouGov/Sun,,2011-10-20,36 ,41 ,10,,,-5
YouGov/Sunday Times,,2011-10-21,36 ,38 ,10,,,-2
ICM/Guardian,,2011-10-23,35 ,39 ,13,,,-4
YouGov,,2011-10-23,36,38,10,,,
Opinium/,,2011-10-24,33 ,39 ,9,,,-6
YouGov/Sun,,2011-10-24,36 ,40 ,9,,,-4
YouGov,,2011-10-24,36,40,9,,,
Ipsos-Mori,,2011-10-24,34,38,12,,,
Ipsos-MORI/Reuters,,2011-10-24,34 ,38 ,12,,,-4
YouGov/Sun,,2011-10-25,36 ,40 ,9,,,-4
YouGov,,2011-10-25,36,40,9,,,
YouGov/Sun,,2011-10-26,35 ,41 ,10,,,-6
YouGov,,2011-10-26,35,41,10,,,
YouGov/Sun,,2011-10-27,35 ,42 ,9,,,-7
YouGov,,2011-10-27,35,42,9,,,
YouGov/Sunday Times,,2011-10-28,36 ,39 ,8,,,-3
YouGov,,2011-10-30,36,39,8,,,
ComRes/Independent,,2011-10-30,34 ,38 ,14,,,-4
YouGov,,2011-10-31,39,41,8,,,
YouGov/Sun,,2011-10-31,39 ,41 ,8,,,-2
TNS-BMRB,,2011-10-31,36,37,11,,,
TNS BMRB/,,2011-10-31,36 ,37 ,11,,,-1
YouGov,,2011-11-01,35,41,9,,,
YouGov/Sun,,2011-11-01,35 ,41 ,9,,,-6
ComRes,,2011-11-01,34,38,14,,,
YouGov,,2011-11-02,37,41,8,,,
YouGov/Sun,,2011-11-02,37 ,41 ,8,,,-4
YouGov/Sun,,2011-11-03,36 ,41 ,8,,,-5
YouGov,,2011-11-03,36,41,8,,,
YouGov/Sunday Times,,2011-11-04,35 ,41 ,9,,,-6
YouGov,,2011-11-06,35,41,9,,,
YouGov,,2011-11-07,36,41,9,,,
Opinium/,,2011-11-07,34 ,38 ,10,,,-4
YouGov/Sun,,2011-11-07,36 ,41 ,9,,,-5
YouGov,,2011-11-08,35,40,10,,,
YouGov/Sun,,2011-11-08,35 ,40 ,10,,,-5
Survation/Unite,,2011-11-09,38 ,39 ,12,,,-1
YouGov,,2011-11-09,36,40,10,,,
YouGov/Sun,,2011-11-09,36 ,40 ,10,,,-4
YouGov,,2011-11-10,35,42,8,,,
YouGov/Sun,,2011-11-10,35 ,42 ,8,,,-7
YouGov/Sunday Times,,2011-11-11,36 ,41 ,9,,,-5
YouGov,,2011-11-13,36,41,9,,,
YouGov/Sun,,2011-11-14,37 ,40 ,9,,,-3
YouGov,,2011-11-14,37,40,9,,,
YouGov,,2011-11-15,36,42,7,,,
YouGov/Sun,,2011-11-15,36 ,42 ,7,,,-6
YouGov,,2011-11-16,36,41,10,,,
YouGov/Sun,,2011-11-16,36 ,41 ,10,,,-5
YouGov,,2011-11-17,34,40,11,,,
YouGov/Sun,,2011-11-17,34 ,40 ,11,,,-6
ComRes/Independent on Sunday (O),,2011-11-18,35 ,39 ,11,,,-4
YouGov/Sunday Times,,2011-11-18,36 ,40 ,9,,,-4
ComRes,,2011-11-20,35,39,11,,,
ICM/Guardian,,2011-11-20,36 ,38 ,14,,,-2
YouGov,,2011-11-20,36,40,9,,,
Populus/Times,,2011-11-20,33 ,41 ,13,,,-8
YouGov/Sun,,2011-11-21,36 ,40 ,9,,,-4
Ipsos-MORI/Reuters,,2011-11-21,34 ,41 ,12,,,-7
Opinium/,,2011-11-21,36 ,37 ,9,,,-1
YouGov,,2011-11-21,36,40,9,,,
ICM,,2011-11-21,36,38,14,,,
Populus,,2011-11-21,33,41,13,,,
YouGov/Sun,,2011-11-22,35 ,42 ,9,,,-7
YouGov,,2011-11-23,35,40,11,,,
YouGov/Sun,,2011-11-23,35 ,40 ,11,,,-5
YouGov/Sun,,2011-11-24,35 ,40 ,9,,,-5
YouGov,,2011-11-24,35,40,9,,,
YouGov/Sunday Times,,2011-11-25,34 ,43 ,11,,,-9
Survation/Daily Star,,2011-11-25,32 ,34 ,12,,,-2
ComRes,,2011-11-27,37,39,10,,,
ComRes/Independent,,2011-11-27,37 ,39 ,10,,,-2
YouGov,,2011-11-27,34,43,11,,,
TNS BMRB/,,2011-11-28,36 ,39 ,9,,,-3
YouGov/Sun,,2011-11-28,37 ,39 ,9,,,-2
TNS-BMRB,,2011-11-28,36,39,9,,,
YouGov,,2011-11-28,37,39,9,,,
YouGov/Sun,,2011-11-29,38 ,41 ,9,,,-3
YouGov,,2011-11-29,38,41,9,,,
ICM/Sunday Telegraph,,2011-11-30,38 ,36 ,14,,,2
YouGov/Sun,,2011-11-30,37 ,42 ,9,,,-5
YouGov,,2011-11-30,37,42,9,,,
YouGov/Sun,,2011-12-01,36 ,41 ,11,,,-5
YouGov,,2011-12-01,36,41,11,,,
YouGov/Sunday Times,,2011-12-02,35 ,43 ,9,,,-8
BPIX/Mail on Sunday,,2011-12-03,36 ,41 ,11,,,-5
YouGov,,2011-12-04,35,43,9,,,
ICM,,2011-12-04,38,36,14,,,
YouGov/Sun,,2011-12-05,36 ,42 ,11,,,-6
YouGov,,2011-12-05,36,42,11,,,
YouGov/Sun,,2011-12-06,37 ,41 ,10,,,-4
YouGov,,2011-12-06,37,41,10,,,
YouGov/Sun,,2011-12-07,35 ,42 ,9,,,-7
YouGov,,2011-12-07,35,42,9,,,
YouGov/Sun,,2011-12-08,36 ,41 ,10,,,-5
YouGov,,2011-12-08,36,41,10,,,
ComRes/Independent on Sunday (O),,2011-12-08,36 ,40 ,10,,,-4
YouGov/Sunday Times,,2011-12-09,38 ,39 ,11,,,-1
Survation/Mail on Sunday,,2011-12-10,35 ,35 ,14,,,0
ComRes/Independent,,2011-12-11,38 ,38 ,12,,,0
YouGov,,2011-12-11,38,39,11,,,
Ipsos-MORI/Reuters,,2011-12-12,41 ,39 ,11,,,2
YouGov/Sun,,2011-12-12,39 ,40 ,10,,,-1
YouGov,,2011-12-12,39,40,10,,,
YouGov,,2011-12-13,41,39,10,,,
ComRes,,2011-12-13,38,38,12,,,
YouGov/Sun,,2011-12-13,41 ,39 ,10,,,2
Ipsos-Mori,,2011-12-14,41,39,11,,,
YouGov/Sun,,2011-12-14,40 ,38 ,10,,,2
YouGov,,2011-12-14,40,38,10,,,
ICM/Sunday Telegraph,,2011-12-15,40 ,34 ,14,,,6
YouGov,,2011-12-15,41,40,10,,,
YouGov/Sun,,2011-12-15,41 ,40 ,10,,,1
YouGov/Sunday Times,,2011-12-16,39 ,42 ,9,,,-3
Populus/Times,,2011-12-18,35 ,39 ,12,,,-4
YouGov,,2011-12-18,39,42,9,,,
ICM,,2011-12-18,40,34,14,,,
YouGov/Sun,,2011-12-19,38 ,42 ,9,,,-4
TNS BMRB/,,2011-12-19,35 ,38 ,11,,,-3
YouGov,,2011-12-19,38,42,9,,,
TNS-BMRB,,2011-12-19,35,38,11,,,
YouGov/Sun,,2011-12-20,39 ,40 ,10,,,-1
YouGov,,2011-12-20,39,40,10,,,
YouGov/Sun,,2011-12-21,40 ,40 ,10,,,0
ICM/Guardian,,2011-12-21,37 ,36 ,15,,,1
YouGov,,2011-12-21,40,40,10,,,
ICM,,2011-12-21,37,36,15,,,
YouGov/Sun,,2011-12-22,40 ,40 ,9,,,0
YouGov,,2011-12-22,40,40,9,,,
YouGov,,2012-01-03,39,41,9,,,
YouGov/Sun,,2012-01-03,39 ,41 ,9,,,-2
YouGov,,2012-01-04,38,42,10,,,
YouGov/Sun,,2012-01-04,38 ,42 ,10,,,-4
YouGov/Sun,,2012-01-05,39 ,41 ,11,,,-2
Opinium/,,2012-01-05,36 ,37 ,9,,,-1
YouGov,,2012-01-05,39,41,11,,,
YouGov,,2012-01-06,38,40,10,,,
YouGov/Sunday Times,,2012-01-06,38 ,40 ,11,,,-2
YouGov,,2012-01-09,39,41,10,,,
YouGov/Sun,,2012-01-09,39 ,41 ,10,,,-2
YouGov,,2012-01-10,40,40,10,,,
YouGov/Sun,,2012-01-10,40 ,40 ,10,,,0
YouGov,,2012-01-11,40,38,10,,,
YouGov/Sun,,2012-01-11,40 ,38 ,10,,,2
YouGov/Sun,,2012-01-12,41 ,40 ,8,,,1
YouGov,,2012-01-12,41,40,8,,,
YouGov/Sunday Times,,2012-01-13,38 ,40 ,9,,,-2
YouGov,,2012-01-15,38,40,9,,,
Opinium/,,2012-01-15,37 ,37 ,9,,,0
YouGov/Sun,,2012-01-16,40 ,40 ,9,,,0
YouGov,,2012-01-16,40,40,9,,,
YouGov/Sun,,2012-01-17,39 ,40 ,8,,,-1
YouGov,,2012-01-17,39,40,8,,,
YouGov,,2012-01-18,40,39,7,,,
YouGov/Sun,,2012-01-18,40 ,39 ,7,,,1
YouGov/Sun,,2012-01-19,41 ,38 ,8,,,3
ComRes/Independent on Sunday (O),,2012-01-19,38 ,38 ,11,,,0
YouGov,,2012-01-19,41,38,8,,,
YouGov/Sunday Times,,2012-01-20,41 ,36 ,9,,,5
ICM/Guardian,,2012-01-22,40 ,35 ,16,,,5
YouGov,,2012-01-22,41,36,9,,,
Populus/Times,,2012-01-22,37 ,38 ,13,,,-1
Populus,,2012-01-23,37,38,13,,,
ICM,,2012-01-23,40,35,16,,,
Angus Reid/,,2012-01-23,35 ,37 ,11,,,-2
Ipsos-MORI/Reuters,,2012-01-23,38 ,38 ,12,,,0
TNS BMRB/,,2012-01-23,37 ,40 ,10,,,-3
YouGov/Sun,,2012-01-23,39 ,40 ,8,,,-1
YouGov,,2012-01-23,39,40,8,,,
TNS-BMRB,,2012-01-24,37,40,10,,,
Ipsos-Mori,,2012-01-24,38,38,12,,,
YouGov/Sun,,2012-01-24,40 ,38 ,9,,,2
YouGov,,2012-01-25,40,38,9,,,
YouGov/Sun,,2012-01-25,38 ,40 ,9,,,-2
YouGov/Sun,,2012-01-26,39 ,40 ,9,,,-1
YouGov,,2012-01-26,39,40,9,,,
YouGov/Sunday Times,,2012-01-27,39 ,40 ,8,,,-1
YouGov,,2012-01-29,39,40,8,,,
ComRes,,2012-01-29,37,38,14,,,
ComRes/Independent,,2012-01-29,37 ,38 ,14,,,-1
YouGov,,2012-01-30,40,38,10,,,
Opinium/,,2012-01-30,38 ,36 ,8,,,2
YouGov/Sun,,2012-01-30,40 ,38 ,10,,,2
YouGov,,2012-01-31,39,40,9,,,
YouGov/Sun,,2012-01-31,39 ,40 ,9,,,-1
YouGov,,2012-02-01,38,40,8,,,
YouGov/Sun,,2012-02-01,38 ,40 ,8,,,-2
YouGov,,2012-02-02,39,41,8,,,
YouGov/Sun,,2012-02-02,39 ,41 ,8,,,-2
YouGov/Sunday Times,,2012-02-03,39 ,40 ,9,,,-1
YouGov,,2012-02-05,39,40,9,,,
YouGov,,2012-02-06,41,40,8,,,
YouGov/Sun,,2012-02-06,41 ,40 ,8,,,1
YouGov/Sun,,2012-02-07,37 ,42 ,9,,,-5
YouGov,,2012-02-07,37,42,9,,,
YouGov/Sun,,2012-02-08,40 ,38 ,10,,,2
YouGov,,2012-02-08,40,38,10,,,
YouGov/Sun,,2012-02-09,38 ,41 ,9,,,-3
YouGov,,2012-02-09,38,41,9,,,
YouGov/Sunday Times,,2012-02-10,38 ,39 ,9,,,-1
YouGov,,2012-02-12,38,39,9,,,
Opinium/,,2012-02-13,36 ,36 ,10,,,0
YouGov/Sun,,2012-02-13,38 ,42 ,9,,,-4
YouGov,,2012-02-13,38,42,9,,,
YouGov/Sun,,2012-02-14,40 ,39 ,9,,,1
YouGov,,2012-02-14,40,39,9,,,
YouGov/Sun,,2012-02-15,39 ,40 ,9,,,-1
YouGov,,2012-02-15,39,40,9,,,
YouGov/Sun,,2012-02-16,39 ,39 ,9,,,0
ComRes,,2012-02-16,39,38,10,,,
YouGov,,2012-02-16,39,39,9,,,
ComRes/Independent on Sunday (O),,2012-02-16,39 ,38 ,10,,,1
YouGov/Sunday Times,,2012-02-17,37 ,41 ,7,,,-4
YouGov,,2012-02-19,37,41,7,,,
ICM/Guardian,,2012-02-19,36 ,37 ,14,,,-1
Populus/Times,,2012-02-19,37 ,39 ,11,,,-2
Populus,,2012-02-19,37,39,11,,,
YouGov,,2012-02-20,39,38,10,,,
YouGov/Sun,,2012-02-20,39 ,38 ,10,,,1
YouGov,,2012-02-21,37,41,9,,,
YouGov/Sun,,2012-02-21,37 ,41 ,9,,,-4
YouGov/Sun,,2012-02-22,38 ,40 ,8,,,-2
YouGov,,2012-02-22,38,40,8,,,
Opinium/,,2012-02-23,35 ,39 ,10,,,-4
YouGov,,2012-02-23,39,38,10,,,
YouGov/Sun,,2012-02-23,39 ,38 ,10,,,1
YouGov/Sunday Times,,2012-02-24,38 ,40 ,10,,,-2
YouGov,,2012-02-26,38,40,10,,,
ComRes,,2012-02-26,37,40,13,,,
ComRes/Independent,,2012-02-26,37 ,40 ,13,,,-3
YouGov/Sun,,2012-02-27,38 ,40 ,9,,,-2
Ipsos-Mori,,2012-02-27,35,41,12,,,
YouGov,,2012-02-27,38,40,9,,,
Ipsos-MORI/Reuters,,2012-02-27,35 ,41 ,12,,,-6
YouGov/Sun,,2012-02-28,40 ,39 ,9,,,1
YouGov,,2012-02-28,40,39,9,,,
YouGov,,2012-02-29,38,40,9,,,
YouGov/Sun,,2012-02-29,38 ,40 ,9,,,-2
YouGov,,2012-03-01,39,39,8,,,
YouGov/Sun,,2012-03-01,39 ,39 ,8,,,0
YouGov/Sunday Times,,2012-03-02,40 ,39 ,9,,,1
YouGov,,2012-03-02,40,39,9,,,
YouGov,,2012-03-04,40,39,9,,,
YouGov/Sun,,2012-03-05,36 ,41 ,11,,,-5
TNS BMRB/,,2012-03-05,35 ,38 ,11,,,-3
YouGov,,2012-03-05,36,41,11,,,
YouGov/Sun,,2012-03-06,37 ,41 ,9,,,-4
YouGov,,2012-03-06,37,41,9,,,
Angus Reid/,,2012-03-07,32 ,40 ,10,,,-8
YouGov/Sun,,2012-03-07,38 ,41 ,9,,,-3
YouGov,,2012-03-07,38,41,9,,,
YouGov,,2012-03-08,37,42,8,,,
YouGov/Sun,,2012-03-08,37 ,42 ,8,,,-5
TNS-BMRB,,2012-03-08,35,38,11,,,
YouGov/Sunday Times,,2012-03-09,37 ,42 ,9,,,-5
YouGov,,2012-03-11,37,42,9,,,
YouGov/Sun,,2012-03-12,36 ,41 ,9,,,-5
YouGov,,2012-03-12,36,41,9,,,
Opinium/,,2012-03-12,38 ,36 ,10,,,2
YouGov,,2012-03-13,36,43,9,,,
YouGov/Sun,,2012-03-13,36 ,43 ,9,,,-7
YouGov,,2012-03-14,38,41,9,,,
YouGov/Sun,,2012-03-14,38 ,41 ,9,,,-3
ComRes/Independent on Sunday (O),,2012-03-15,37 ,40 ,10,,,-3
YouGov,,2012-03-15,37,42,8,,,
YouGov/Sun,,2012-03-15,37 ,42 ,8,,,-5
YouGov/Sunday Times,,2012-03-16,38 ,40 ,9,,,-2
YouGov,,2012-03-18,38,40,9,,,
ComRes,,2012-03-18,37,40,10,,,
ICM/Guardian,,2012-03-18,39 ,36 ,15,,,3
YouGov,,2012-03-19,36,42,9,,,
Ipsos-Mori,,2012-03-19,36,37,13,,,
YouGov/Sun,,2012-03-19,36 ,42 ,9,,,-6
Ipsos-MORI/Evening Standard,,2012-03-19,36 ,37 ,11,,,-1
YouGov,,2012-03-20,35,43,9,,,
YouGov/Sun,,2012-03-20,35 ,43 ,9,,,-8
YouGov/Sun,,2012-03-21,36 ,41 ,10,,,-5
YouGov,,2012-03-21,36,41,10,,,
Opinium/,,2012-03-21,34 ,39 ,8,9 ,,-5
YouGov/Sun,,2012-03-22,34 ,42 ,9,,,-8
YouGov,,2012-03-22,34,42,9,,,
YouGov/Sunday Times,,2012-03-23,35 ,42 ,10,,,-7
ICM/Sunday Telegraph,,2012-03-23,37 ,38 ,13,,,-1
Survation/Mail on Sunday,,2012-03-24,31 ,39 ,11,,,-8
Populus/Times,,2012-03-25,34 ,38 ,11,,,-4
YouGov,,2012-03-25,35,42,10,,,
ICM,,2012-03-25,37,38,13,,,
ComRes/Independent,,2012-03-26,33 ,43 ,11,,,-10
YouGov/Sun,,2012-03-26,35 ,42 ,9,,,-7
ComRes,,2012-03-26,33,43,11,,,
Populus,,2012-03-26,34,38,11,,,
YouGov,,2012-03-26,35,42,9,,,
YouGov,,2012-03-27,33,43,9,,,
YouGov/Sun,,2012-03-27,33 ,43 ,9,,,-10
YouGov,,2012-03-28,34,44,10,,,
YouGov/Sun,,2012-03-28,34 ,44 ,10,,,-10
YouGov/Sun,,2012-03-29,34 ,44 ,8,,,-10
YouGov,,2012-03-29,34,44,8,,,
YouGov/Sunday Times,,2012-03-31,33 ,42 ,8,,,-9
YouGov,,2012-04-01,33,42,8,,,
YouGov/Sun,,2012-04-02,33 ,43 ,8,,,-10
YouGov,,2012-04-02,33,43,8,,,
YouGov/Sun,,2012-04-03,34 ,42 ,8,,,-8
YouGov,,2012-04-03,34,42,8,,,
YouGov,,2012-04-04,32,42,9,,,
YouGov/Sun,,2012-04-04,32 ,42 ,9,,,-10
YouGov/Sun,,2012-04-05,33 ,42 ,8,,,-9
YouGov,,2012-04-05,33,42,8,,,
Survation/Mail on Sunday,,2012-04-06,30 ,35 ,11,,,-5
YouGov,,2012-04-10,36,40,9,,,
YouGov/Sun,,2012-04-10,36 ,40 ,9,,,-4
TNS-BMRB,,2012-04-11,32,42,10,,,
YouGov,,2012-04-11,35,41,8,,,
TNS BMRB/,,2012-04-11,32 ,42 ,10,,,-10
YouGov/Sun,,2012-04-11,35 ,41 ,8,,,-6
YouGov,,2012-04-12,35,41,9,,,
YouGov/Sun,,2012-04-12,35 ,41 ,9,,,-6
YouGov/Sunday Times,,2012-04-13,33 ,39 ,10,,,-6
Angus Reid/,,2012-04-13,29 ,41 ,11,8 ,,-12
Populus/Times,,2012-04-15,33 ,42 ,11,4 ,,-9
Populus,,2012-04-15,33,42,11,,,
YouGov,,2012-04-15,33,39,10,,,
Opinium/,,2012-04-16,32 ,37 ,9,10 ,,-5
YouGov/Sun,,2012-04-16,32 ,43 ,8,9 ,,-11
YouGov,,2012-04-16,32,43,8,,,
YouGov,,2012-04-17,32,41,8,,,
YouGov/Sun,,2012-04-17,32 ,41 ,8,9 ,,-9
YouGov/Sun,,2012-04-18,32 ,41 ,10,8 ,,-9
YouGov,,2012-04-18,32,41,10,,,
YouGov/Sun,,2012-04-19,32 ,45 ,8,7 ,,-13
ComRes/Independent on Sunday (O),,2012-04-19,34 ,40 ,11,6 ,,-6
YouGov,,2012-04-19,32,45,8,,,
YouGov/Sunday Times,,2012-04-20,33 ,41 ,11,8 ,,-8
ICM/Guardian,,2012-04-22,33 ,41 ,15,3 ,,-8
YouGov,,2012-04-22,33,41,11,,,
ICM,,2012-04-22,33,41,15,,,
ComRes,,2012-04-22,34,40,11,,,
Opinium/,,2012-04-23,31 ,38 ,11,8 ,,-7
YouGov/Sun,,2012-04-23,32 ,45 ,8,7 ,,-13
Ipsos-Mori,,2012-04-23,35,38,12,,,
Ipsos-MORI/Evening Standard,,2012-04-23,35 ,38 ,12,4 ,,-3
YouGov,,2012-04-23,32,45,8,,,
YouGov/Sun,,2012-04-24,32 ,43 ,8,8 ,,-11
YouGov,,2012-04-24,32,43,8,,,
YouGov,,2012-04-25,32,43,9,,,
YouGov/Sun,,2012-04-25,32 ,43 ,9,8 ,,-11
YouGov,,2012-04-26,31,43,9,,,
YouGov/Sun,,2012-04-26,31 ,43 ,9,9 ,,-12
Survation/Daily Mirror,,2012-04-27,30 ,37 ,13,9 ,,-7
ComRes,,2012-04-27,34,39,10,,,
ComRes/Independent (O),,2012-04-27,34 ,39 ,10,9 ,,-5
YouGov/Sunday Times,,2012-04-27,29 ,40 ,11,10 ,,-11
YouGov,,2012-04-29,29,40,11,,,
Opinium/,,2012-04-30,32 ,39 ,8,10 ,,-7
YouGov/Sun,,2012-04-30,35 ,42 ,8,7 ,,-7
YouGov,,2012-04-30,35,42,8,,,
YouGov,,2012-05-01,32,41,9,,,
YouGov/Sun,,2012-05-01,32 ,41 ,9,8 ,,-9
YouGov,,2012-05-02,33,43,8,,,
YouGov/Sun,,2012-05-02,33 ,43 ,8,8 ,,-10
YouGov,,2012-05-03,32,41,9,,,
YouGov/Sun,,2012-05-03,32 ,41 ,9,9 ,,-9
YouGov/Sunday Times,,2012-05-04,31 ,43 ,9,8 ,,-12
TNS-BMRB,,2012-05-07,30,43,10,,,
TNS BMRB/,,2012-05-07,30 ,43 ,10,,,-13
YouGov,,2012-05-08,31,44,8,,,
YouGov/Sun,,2012-05-08,31 ,44 ,8,8 ,,-13
YouGov/Sun,,2012-05-09,31 ,44 ,9,8 ,,-13
YouGov,,2012-05-09,31,44,9,,,
YouGov/Sun,,2012-05-10,34 ,44 ,7,7 ,,-10
YouGov,,2012-05-10,34,44,7,,,
YouGov/Sunday Times,,2012-05-11,31 ,43 ,10,8 ,,-12
YouGov,,2012-05-13,31,43,10,,,
YouGov/Sun,,2012-05-14,31 ,45 ,7,8 ,,-14
Ipsos-MORI/Evening Standard,,2012-05-14,33 ,43 ,9,6 ,,-10
YouGov,,2012-05-14,31,45,7,,,
Ipsos-Mori,,2012-05-14,33,43,9,,,
YouGov/Sun,,2012-05-15,32 ,43 ,8,9 ,,-11
YouGov,,2012-05-15,32,43,9,,,
YouGov/Sun,,2012-05-16,31 ,45 ,9,8 ,,-14
YouGov,,2012-05-16,31,45,9,,,
ComRes/Independent on Sunday (O),,2012-05-17,32 ,41 ,11,7 ,,-9
Opinium/,,2012-05-17,30 ,41 ,9,10 ,,-11
YouGov/Sun,,2012-05-17,31 ,44 ,7,9 ,,-13
YouGov,,2012-05-17,31,44,7,,,
YouGov/Sunday Times,,2012-05-18,32 ,43 ,8,9 ,,-11
ComRes,,2012-05-19,32,41,11,,,
Populus,,2012-05-20,33,41,10,,,
YouGov,,2012-05-20,32,43,8,,,
ICM,,2012-05-20,36,42,8,,,
ICM/Guardian,,2012-05-20,36 ,41 ,11,4 ,,-5
Populus/Times,,2012-05-20,33 ,41 ,10,5 ,,-8
YouGov,,2012-05-21,32,44,7,,,
YouGov/Sun,,2012-05-21,32 ,44 ,7,8 ,,-12
TNS BMRB/,,2012-05-21,30 ,41 ,9,10 ,,-11
YouGov/Sun,,2012-05-22,32 ,43 ,8,9 ,,-11
YouGov,,2012-05-22,32,43,8,,,
YouGov,,2012-05-23,32,42,9,,,
YouGov/Sun,,2012-05-23,32 ,42 ,9,9 ,,-10
YouGov,,2012-05-24,34,42,8,,,
YouGov/Sun,,2012-05-24,34 ,42 ,8,7 ,,-8
YouGov/Sunday Times,,2012-05-25,31 ,43 ,8,8 ,,-12
ComRes,,2012-05-27,34,42,11,,,
YouGov,,2012-05-27,31,43,8,,,
YouGov,,2012-05-28,33,44,8,,,
